Entity,Week,Day,Flights,Flights (7-day moving average)
Spain,14,04/11/2021,1643,"1476,1"
Spain,15,04/12/2021,1351,"1443,1"
Spain,15,04/13/2021,1117,"1419,0"
Spain,15,04/14/2021,1253,"1410,6"
Spain,15,04/15/2021,1296,"1408,1"
Spain,15,04/16/2021,1578,"1403,0"
Spain,15,04/17/2021,1438,"1382,3"
Spain,15,04/18/2021,1554,"1369,6"
Spain,16,04/19/2021,1381,"1373,9"
Spain,16,04/20/2021,1131,"1375,9"
Spain,16,04/21/2021,1179,"1365,3"
Spain,16,04/22/2021,1273,"1362,0"
Spain,16,04/23/2021,1612,"1366,9"
Spain,16,04/24/2021,1434,"1366,3"
Spain,16,04/25/2021,1472,"1354,6"
Spain,17,04/26/2021,1311,"1344,6"
Spain,17,04/27/2021,1114,"1342,1"
Spain,17,04/28/2021,1224,"1348,6"
Spain,17,04/29/2021,1346,"1359,0"
Spain,17,04/30/2021,1669,"1367,1"
Spain,17,05/01/2021,1616,"1393,1"
Spain,17,05/02/2021,1709,"1427,0"
Spain,18,05/03/2021,1540,"1459,7"
Spain,18,05/04/2021,1394,"1499,7"
Spain,18,05/05/2021,1506,"1540,0"
Spain,18,05/06/2021,1508,"1563,1"
Spain,18,05/07/2021,1927,"1600,0"
Spain,18,05/08/2021,1719,"1614,7"
Spain,18,05/09/2021,1806,"1628,6"
Spain,19,05/10/2021,1623,"1640,4"
Spain,19,05/11/2021,1403,"1641,7"
Spain,19,05/12/2021,1779,"1680,7"
Spain,19,05/13/2021,1760,"1716,7"
Spain,19,05/14/2021,1925,"1716,4"
Spain,19,05/15/2021,1782,"1725,4"
Spain,19,05/16/2021,2283,"1793,6"
Spain,20,05/17/2021,1771,"1814,7"
Spain,20,05/18/2021,1465,"1823,6"
Spain,20,05/19/2021,1550,"1790,9"
Spain,20,05/20/2021,1796,"1796,0"
Spain,20,05/21/2021,2268,"1845,0"
Spain,20,05/22/2021,1925,"1865,4"
Spain,20,05/23/2021,2041,"1830,9"
Spain,21,05/24/2021,2073,"1874,0"
Spain,21,05/25/2021,1632,"1897,9"
Spain,21,05/26/2021,1658,"1913,3"
Spain,21,05/27/2021,1782,"1911,3"
Spain,21,05/28/2021,2270,"1911,6"
Spain,21,05/29/2021,2044,"1928,6"
Spain,21,05/30/2021,2174,"1947,6"
Spain,22,05/31/2021,1872,"1918,9"
Spain,22,06/01/2021,2132,"1990,3"
Spain,22,06/02/2021,2286,"2080,0"
Spain,22,06/03/2021,2232,"2144,3"
Spain,22,06/04/2021,2693,"2204,7"
Spain,22,06/05/2021,2514,"2271,9"
Spain,22,06/06/2021,2784,"2359,0"
Spain,23,06/07/2021,2419,"2437,1"
Spain,23,06/08/2021,2096,"2432,0"
Spain,23,06/09/2021,2182,"2417,1"
Spain,23,06/10/2021,2233,"2417,3"
Spain,23,06/11/2021,2683,"2415,9"
Spain,23,06/12/2021,2465,"2408,9"
Spain,23,06/13/2021,2739,"2402,4"
Spain,24,06/14/2021,2493,"2413,0"
Spain,24,06/15/2021,2208,"2429,0"
Spain,24,06/16/2021,2463,"2469,1"
Spain,24,06/17/2021,2565,"2516,6"
Spain,24,06/18/2021,3032,"2566,4"
Spain,24,06/19/2021,2820,"2617,1"
Spain,24,06/20/2021,3071,"2664,6"
Spain,25,06/21/2021,2776,"2705,0"
Spain,25,06/22/2021,2457,"2740,6"
Spain,25,06/23/2021,2635,"2765,1"
Spain,25,06/24/2021,2740,"2790,1"
Spain,25,06/25/2021,3186,"2812,1"
Spain,25,06/26/2021,3039,"2843,4"
Spain,25,06/27/2021,3293,"2875,1"
Spain,26,06/28/2021,2931,"2897,3"
Spain,26,06/29/2021,2598,"2917,4"
Spain,26,06/30/2021,2817,"2943,4"
Spain,26,07/01/2021,3432,"3042,3"
Spain,26,07/02/2021,3693,"3114,7"
Spain,26,07/03/2021,3712,"3210,9"
Spain,26,07/04/2021,3815,"3285,4"
Spain,27,07/05/2021,3547,"3373,4"
Spain,27,07/06/2021,3234,"3464,3"
Spain,27,07/07/2021,3318,"3535,9"
Spain,27,07/08/2021,3538,"3551,0"
Spain,27,07/09/2021,3883,"3578,1"
Spain,27,07/10/2021,3938,"3610,4"
Spain,27,07/11/2021,3920,"3625,4"
Spain,28,07/12/2021,3692,"3646,1"
Spain,28,07/13/2021,3281,"3652,9"
Spain,28,07/14/2021,3441,"3670,4"
Spain,28,07/15/2021,3528,"3669,0"
Spain,28,07/16/2021,4146,"3706,6"
Spain,28,07/17/2021,4235,"3749,0"
Spain,28,07/18/2021,4175,"3785,4"
Spain,29,07/19/2021,3927,"3819,0"
Spain,29,07/20/2021,3744,"3885,1"
Spain,29,07/21/2021,3782,"3933,9"
Spain,29,07/22/2021,3901,"3987,1"
Spain,29,07/23/2021,4309,"4010,4"
Spain,29,07/24/2021,4407,"4035,0"
Spain,29,07/25/2021,4352,"4060,3"
Spain,30,07/26/2021,3903,"4056,9"
Spain,30,07/27/2021,3722,"4053,7"
Spain,30,07/28/2021,3850,"4063,4"
Spain,30,07/29/2021,3989,"4076,0"
Spain,30,07/30/2021,4304,"4075,3"
Spain,30,07/31/2021,4536,"4093,7"
Spain,30,08/01/2021,4547,"4121,6"
Spain,31,08/02/2021,4241,"4169,9"
Spain,31,08/03/2021,3835,"4186,0"
Spain,31,08/04/2021,3896,"4192,6"
Spain,31,08/05/2021,3954,"4187,6"
Spain,31,08/06/2021,4266,"4182,1"
Spain,31,08/07/2021,4508,"4178,1"
Spain,31,08/08/2021,4411,"4158,7"
Spain,32,08/09/2021,4118,"4141,1"
Spain,32,08/10/2021,3797,"4135,7"
Spain,32,08/11/2021,3840,"4127,7"
Spain,32,08/12/2021,3986,"4132,3"
Spain,32,08/13/2021,4203,"4123,3"
Spain,32,08/14/2021,4547,"4128,9"
Spain,32,08/15/2021,4362,"4121,9"
Spain,33,08/16/2021,4128,"4123,3"
Spain,33,08/17/2021,3722,"4112,6"
Spain,33,08/18/2021,3855,"4114,7"
Spain,33,08/19/2021,3932,"4107,0"
Spain,33,08/20/2021,4210,"4108,0"
Spain,33,08/21/2021,4471,"4097,1"
Spain,33,08/22/2021,4420,"4105,4"
Spain,34,08/23/2021,4115,"4103,6"
Spain,34,08/24/2021,3712,"4102,1"
Spain,34,08/25/2021,3864,"4103,4"
Spain,34,08/26/2021,3964,"4108,0"
Spain,34,08/27/2021,4219,"4109,3"
Spain,34,08/28/2021,4456,"4107,1"
Spain,34,08/29/2021,4391,"4103,0"
Spain,35,08/30/2021,4150,"4108,0"
Spain,35,08/31/2021,3750,"4113,4"
Spain,35,09/01/2021,3797,"4103,9"
Spain,35,09/02/2021,4040,"4114,7"
Spain,35,09/03/2021,4243,"4118,1"
Spain,35,09/04/2021,4422,"4113,3"
Spain,35,09/05/2021,4348,"4107,1"
Spain,36,09/06/2021,3981,"4083,0"
Spain,36,09/07/2021,3524,"4050,7"
Spain,36,09/08/2021,3603,"4023,0"
Spain,36,09/09/2021,3878,"3999,9"
Spain,36,09/10/2021,4148,"3986,3"
Spain,36,09/11/2021,4286,"3966,9"
Spain,36,09/12/2021,4277,"3956,7"
Spain,37,09/13/2021,3878,"3942,0"
Spain,37,09/14/2021,3432,"3928,9"
Spain,37,09/15/2021,3573,"3924,6"
Spain,37,09/16/2021,3789,"3911,9"
Spain,37,09/17/2021,4105,"3905,7"
Spain,37,09/18/2021,4142,"3885,1"
Spain,37,09/19/2021,4183,"3871,7"
Spain,38,09/20/2021,3767,"3855,9"
Spain,38,09/21/2021,3394,"3850,4"
Spain,38,09/22/2021,3494,"3839,1"
Spain,38,09/23/2021,3800,"3840,7"
Spain,38,09/24/2021,3996,"3825,1"
Spain,38,09/25/2021,4042,"3810,9"
Spain,38,09/26/2021,4105,"3799,7"
Spain,39,09/27/2021,3794,"3803,6"
Spain,39,09/28/2021,3289,"3788,6"
Spain,39,09/29/2021,3460,"3783,7"
Spain,39,09/30/2021,3717,"3771,9"
Spain,39,10/01/2021,4058,"3780,7"
Spain,39,10/02/2021,4008,"3775,9"
Spain,39,10/03/2021,4057,"3769,0"
Spain,40,10/04/2021,3727,"3759,4"
Spain,40,10/05/2021,3301,"3761,1"
Spain,40,10/06/2021,3392,"3751,4"
Spain,40,10/07/2021,3652,"3742,1"
Spain,40,10/08/2021,4071,"3744,0"
Spain,40,10/09/2021,4083,"3754,7"
Spain,40,10/10/2021,4061,"3755,3"
Spain,41,10/11/2021,3695,"3750,7"
Spain,41,10/12/2021,3455,"3772,7"
Spain,41,10/13/2021,3424,"3777,3"
Spain,41,10/14/2021,3616,"3772,1"
Spain,41,10/15/2021,4065,"3771,3"
Spain,41,10/16/2021,4089,"3772,1"
Spain,41,10/17/2021,4072,"3773,7"
Spain,42,10/18/2021,3706,"3775,3"
Spain,42,10/19/2021,3306,"3754,0"
Spain,42,10/20/2021,3405,"3751,3"
Spain,42,10/21/2021,3702,"3763,6"
Spain,42,10/22/2021,4153,"3776,1"
Spain,42,10/23/2021,4216,"3794,3"
Spain,42,10/24/2021,4206,"3813,4"
Spain,43,10/25/2021,3712,"3814,3"
Spain,43,10/26/2021,3294,"3812,6"
Spain,43,10/27/2021,3334,"3802,4"
Spain,43,10/28/2021,3677,"3798,9"
Spain,43,10/29/2021,4092,"3790,1"
Spain,43,10/30/2021,4260,"3796,4"
Spain,43,10/31/2021,3822,"3741,6"
Spain,44,11/01/2021,3363,"3691,7"
Spain,44,11/02/2021,2965,"3644,7"
Spain,44,11/03/2021,2890,"3581,3"
Spain,44,11/04/2021,3152,"3506,3"
Spain,44,11/05/2021,3586,"3434,0"
Spain,44,11/06/2021,3652,"3347,1"
Spain,44,11/07/2021,3696,"3329,1"
Spain,45,11/08/2021,3225,"3309,4"
Spain,45,11/09/2021,2828,"3289,9"
Spain,45,11/10/2021,2815,"3279,1"
Spain,45,11/11/2021,3051,"3264,7"
Spain,45,11/12/2021,3406,"3239,0"
Spain,45,11/13/2021,3309,"3190,0"
Spain,45,11/14/2021,3511,"3163,6"
Spain,46,11/15/2021,3149,"3152,7"
Spain,46,11/16/2021,2723,"3137,7"
Spain,46,11/17/2021,2761,"3130,0"
Spain,46,11/18/2021,3011,"3124,3"
Spain,46,11/19/2021,3434,"3128,3"
Spain,46,11/20/2021,3251,"3120,0"
Spain,46,11/21/2021,3342,"3095,9"
Spain,47,11/22/2021,3068,"3084,3"
Spain,47,11/23/2021,2620,"3069,6"
Spain,47,11/24/2021,2614,"3048,6"
Spain,47,11/25/2021,2831,"3022,9"
Spain,47,11/26/2021,3268,"2999,1"
Spain,47,11/27/2021,3158,"2985,9"
Spain,47,11/28/2021,3329,"2984,0"
Spain,48,11/29/2021,3075,"2985,0"
Spain,48,11/30/2021,2632,"2986,7"
Spain,48,12/01/2021,2657,"2992,9"
Spain,48,12/02/2021,2897,"3002,3"
Spain,48,12/03/2021,3528,"3039,4"
Spain,48,12/04/2021,3523,"3091,6"
Spain,48,12/05/2021,3154,"3066,6"
Spain,49,12/06/2021,2805,"3028,0"
Spain,49,12/07/2021,2577,"3020,1"
Spain,49,12/08/2021,3112,"3085,1"
Spain,49,12/09/2021,2853,"3078,9"
Spain,49,12/10/2021,3134,"3022,6"
Spain,49,12/11/2021,3186,"2974,4"
Spain,49,12/12/2021,3331,"2999,7"
Spain,50,12/13/2021,2992,"3026,4"
Spain,50,12/14/2021,2650,"3036,9"
Spain,50,12/15/2021,2876,"3003,1"
Spain,50,12/16/2021,3053,"3031,7"
Spain,50,12/17/2021,3421,"3072,7"
Spain,50,12/18/2021,3574,"3128,1"
Spain,50,12/19/2021,3575,"3163,0"
Spain,51,12/20/2021,3377,"3218,0"
Spain,51,12/21/2021,3182,"3294,0"
Spain,51,12/22/2021,3356,"3362,6"
Spain,51,12/23/2021,3701,"3455,1"
Spain,51,12/24/2021,2833,"3371,1"
Spain,51,12/25/2021,2142,"3166,6"
Spain,51,12/26/2021,3581,"3167,4"
Spain,52,12/27/2021,3537,"3190,3"
Spain,52,12/28/2021,3276,"3203,7"
Spain,52,12/29/2021,3271,"3191,6"
Spain,52,12/30/2021,3455,"3156,4"
Spain,52,12/31/2021,2830,"3156,0"
