Entity,Week,Day,Flights,Flights (7-day moving average)
Spain,36,2021-09-09,3878,"3999,9"
Spain,36,2021-09-10,4148,"3986,3"
Spain,36,2021-09-11,4286,"3966,9"
Spain,36,2021-09-12,4277,"3956,7"
Spain,37,2021-09-13,3878,"3942,0"
Spain,37,2021-09-14,3432,"3928,9"
Spain,37,2021-09-15,3573,"3924,6"
Spain,37,2021-09-16,3789,"3911,9"
Spain,37,2021-09-17,4105,"3905,7"
Spain,37,2021-09-18,4142,"3885,1"
Spain,37,2021-09-19,4183,"3871,7"
Spain,38,2021-09-20,3767,"3855,9"
Spain,38,2021-09-21,3394,"3850,4"
Spain,38,2021-09-22,3494,"3839,1"
Spain,38,2021-09-23,3800,"3840,7"
Spain,38,2021-09-24,3996,"3825,1"
Spain,38,2021-09-25,4042,"3810,9"
Spain,38,2021-09-26,4105,"3799,7"
Spain,39,2021-09-27,3794,"3803,6"
Spain,39,2021-09-28,3289,"3788,6"
Spain,39,2021-09-29,3460,"3783,7"
Spain,39,2021-09-30,3717,"3771,9"
Spain,39,2021-10-01,4058,"3780,7"
Spain,39,2021-10-02,4008,"3775,9"
Spain,39,2021-10-03,4057,"3769,0"
Spain,40,2021-10-04,3727,"3759,4"
Spain,40,2021-10-05,3301,"3761,1"
Spain,40,2021-10-06,3392,"3751,4"
Spain,40,2021-10-07,3652,"3742,1"
Spain,40,2021-10-08,4071,"3744,0"
Spain,40,2021-10-09,4083,"3754,7"
Spain,40,2021-10-10,4061,"3755,3"
Spain,41,2021-10-11,3695,"3750,7"
Spain,41,2021-10-12,3455,"3772,7"
Spain,41,2021-10-13,3424,"3777,3"
Spain,41,2021-10-14,3616,"3772,1"
Spain,41,2021-10-15,4065,"3771,3"
Spain,41,2021-10-16,4089,"3772,1"
Spain,41,2021-10-17,4072,"3773,7"
Spain,42,2021-10-18,3706,"3775,3"
Spain,42,2021-10-19,3306,"3754,0"
Spain,42,2021-10-20,3405,"3751,3"
Spain,42,2021-10-21,3702,"3763,6"
Spain,42,2021-10-22,4153,"3776,1"
Spain,42,2021-10-23,4216,"3794,3"
Spain,42,2021-10-24,4206,"3813,4"
Spain,43,2021-10-25,3712,"3814,3"
Spain,43,2021-10-26,3294,"3812,6"
Spain,43,2021-10-27,3334,"3802,4"
Spain,43,2021-10-28,3677,"3798,9"
Spain,43,2021-10-29,4092,"3790,1"
Spain,43,2021-10-30,4260,"3796,4"
Spain,43,2021-10-31,3822,"3741,6"
Spain,44,2021-11-01,3363,"3691,7"
Spain,44,2021-11-02,2965,"3644,7"
Spain,44,2021-11-03,2890,"3581,3"
Spain,44,2021-11-04,3152,"3506,3"
Spain,44,2021-11-05,3586,"3434,0"
Spain,44,2021-11-06,3652,"3347,1"
Spain,44,2021-11-07,3696,"3329,1"
Spain,45,2021-11-08,3225,"3309,4"
Spain,45,2021-11-09,2828,"3289,9"
Spain,45,2021-11-10,2815,"3279,1"
Spain,45,2021-11-11,3051,"3264,7"
Spain,45,2021-11-12,3406,"3239,0"
Spain,45,2021-11-13,3309,"3190,0"
Spain,45,2021-11-14,3511,"3163,6"
Spain,46,2021-11-15,3149,"3152,7"
Spain,46,2021-11-16,2723,"3137,7"
Spain,46,2021-11-17,2761,"3130,0"
Spain,46,2021-11-18,3011,"3124,3"
Spain,46,2021-11-19,3434,"3128,3"
Spain,46,2021-11-20,3251,"3120,0"
Spain,46,2021-11-21,3342,"3095,9"
Spain,47,2021-11-22,3068,"3084,3"
Spain,47,2021-11-23,2620,"3069,6"
Spain,47,2021-11-24,2614,"3048,6"
Spain,47,2021-11-25,2831,"3022,9"
Spain,47,2021-11-26,3268,"2999,1"
Spain,47,2021-11-27,3158,"2985,9"
Spain,47,2021-11-28,3329,"2984,0"
Spain,48,2021-11-29,3075,"2985,0"
Spain,48,2021-11-30,2632,"2986,7"
Spain,48,2021-12-01,2657,"2992,9"
Spain,48,2021-12-02,2897,"3002,3"
Spain,48,2021-12-03,3528,"3039,4"
Spain,48,2021-12-04,3523,"3091,6"
Spain,48,2021-12-05,3154,"3066,6"
Spain,49,2021-12-06,2805,"3028,0"
Spain,49,2021-12-07,2577,"3020,1"
Spain,49,2021-12-08,3112,"3085,1"
Spain,49,2021-12-09,2853,"3078,9"
Spain,49,2021-12-10,3134,"3022,6"
Spain,49,2021-12-11,3186,"2974,4"
Spain,49,2021-12-12,3331,"2999,7"
Spain,50,2021-12-13,2992,"3026,4"
Spain,50,2021-12-14,2650,"3036,9"
Spain,50,2021-12-15,2876,"3003,1"
Spain,50,2021-12-16,3053,"3031,7"
Spain,50,2021-12-17,3421,"3072,7"
Spain,50,2021-12-18,3574,"3128,1"
Spain,50,2021-12-19,3575,"3163,0"
Spain,51,2021-12-20,3377,"3218,0"
Spain,51,2021-12-21,3182,"3294,0"
Spain,51,2021-12-22,3356,"3362,6"
Spain,51,2021-12-23,3701,"3455,1"
Spain,51,2021-12-24,2833,"3371,1"
Spain,51,2021-12-25,2142,"3166,6"
Spain,51,2021-12-26,3581,"3167,4"
Spain,52,2021-12-27,3537,"3190,3"
Spain,52,2021-12-28,3276,"3203,7"
Spain,52,2021-12-29,3271,"3191,6"
Spain,52,2021-12-30,3455,"3156,4"
Spain,52,2021-12-31,2830,"3156,0"
